number,wage,educ,exper
1153,18.77981106,5,20
1154,9.637009512,5,8
1155,21.12728837,5,39
1156,11.04253109,5,14
1157,7.042429456,5,7
1158,13.00140804,5,16
1159,9.239668418,5,3
1160,17.52782481,5,27
1161,9.658189534,5,18
1162,5.281822712,5,6
1163,17.21482949,5,12
1164,8.048490452,5,7
1165,37.5596122,5,18
1166,2.816972774,5,10
1167,19.79493752,5,32
1168,11.11962598,5,6
1169,14.52964435,5,12
1170,15.77504158,5,9
1171,14.64825396,5,13
1172,15.77504158,5,26
1173,11.15051351,5,4
1174,22.80405752,5,11
1175,11.63531888,5,19
1176,12.20687954,5,15
1177,26.29173597,5,26
1178,13.14586799,5,20
1179,22.88789759,5,10
1180,18.77981106,5,16
1181,18.31031807,5,22
1182,14.39785671,5,10
1183,17.57790426,5,15
1184,9.637009512,5,11
1185,11.80445415,5,27
1186,13.88818267,5,20
1187,9.155159036,5,6
1188,10.42279728,5,1
1189,9.85940223,5,6
1190,8.112878317,5,7
1191,20.5638958,5,14
1192,11.26788614,5,18
1193,15.4933453,5,9
1194,17.88777116,5,23
1195,5.633943069,5,9
1196,24.66415385,5,19
1197,18.31031807,5,8
1198,5.320947747,5,11
1199,13.90189614,5,30
1200,11.71267157,5,5
1201,14.3409478,5,19
1202,8.673308561,5,7
1203,10.28194666,5,6
1204,7.150131755,5,26
1205,18.7328625,5,6
1206,6.197338119,5,8
1207,14.64825396,5,19
1208,13.29610634,5,30
1209,9.658189534,5,6
1210,15.45835513,5,30
1211,21.40898713,5,21
1212,16.90183169,5,11
1213,21.05315829,5,16
1214,17.88021041,5,16
1215,14.52964435,5,10
1216,13.34371429,5,5
1217,17.60607488,5,22
1218,10.48175628,5,9
1219,16.27583856,5,18
1220,16.57318437,5,11
1221,20.54042028,5,20
1222,8.450915843,5,18
1223,11.40202876,5,27
1224,15.2921326,5,9
1225,7.511924918,5,2
1226,26.29173597,5,28
1227,12.46209584,5,32
1228,24.45131495,5,30
1229,10.47913604,5,9
1230,33.80365345,5,21
1231,18.83413196,5,15
1232,8.78895089,5,1
1233,10.14109852,5,4
1234,13.3020533,5,6
1235,13.70418866,5,28
1236,9.85940223,5,15
1237,12.56802818,5,5
1238,8.732612128,5,3
1239,12.89876524,5,9
1240,20.12122737,5,31
1241,17.03924402,5,7
1242,32.01103622,5,13
1243,15.4933453,5,11
1244,10.23274475,5,12
1245,12.39467624,5,6
1246,15.4933453,5,18
1247,29.17131674,5,28
1248,11.02293263,5,5
1249,12.4971108,5,8
1250,17.05009432,5,18
1251,18.27224906,5,25
1252,12.1815002,5,8
1253,14.08485891,5,12
1254,7.887520792,5,7
1255,15.27111619,5,5
1256,16.00552059,5,6
1257,24.27295556,5,31
1258,12.34101969,5,9
1259,13.52146386,5,3
1260,18.31031807,5,15
1261,17.03597183,5,15
1262,9.014310893,5,0
1263,11.4369049,5,10
1264,14.64825396,5,14
1265,8.256641687,5,5
1266,18.25397683,5,24
1267,4.882751321,5,3
1268,14.08485891,5,26
1269,11.98362415,5,30
1270,11.26788614,5,4
1271,12.27910828,5,19
1272,15.64984296,5,29
1273,12.51987486,5,3
1274,20.8608177,5,33
1275,10.14109852,5,2
1276,11.26788614,5,15
1277,19.71880198,5,14
1278,16.53602761,5,33
1279,6.885931795,5,9
1280,10.23005511,5,4
1281,9.557581947,5,30
1282,13.38061572,5,32
1283,7.709607609,5,3
1284,10.08179495,5,6
1285,19.83148198,5,28
1286,21.12728837,5,19
1287,6.338186262,5,3
1288,9.637009512,5,11
1289,12.07273692,5,13
1290,12.39467624,5,12
1291,14.08485891,5,24
1292,11.97213181,5,12
1293,12.32425217,5,26
1294,16.90183169,5,35
1295,21.53418576,5,25
1296,11.51828587,5,1
1297,11.26788614,5,32
1298,7.746672649,5,5
1299,18.02861931,5,24
1300,4.882751321,5,36
1301,13.14586799,5,8
1302,11.26788614,5,7
1303,28.79570847,5,24
1304,14.01263018,5,6
1305,8.450915843,5,5
1306,23.72186842,5,19
1307,9.637009512,5,2
1308,11.45131743,5,6
1309,20.69601065,5,32
1310,9.155159036,5,22
1311,6.197338119,5,1
1312,18.31031807,5,29
1313,14.75203707,5,11
1314,7.377782295,5,15
1315,16.83772642,5,7
1316,17.52782481,5,17
1317,17.70667999,5,30
1318,6.197338119,5,3
1319,28.16972774,5,30
1320,9.765502641,5,2
1321,19.56386853,5,17
1322,15.4933453,5,37
1323,10.37831775,5,18
1324,13.70418866,5,17
1325,15.63419344,5,7
1326,12.94284319,5,8
1327,15.22687463,5,6
1328,10.14109852,5,11
1329,9.155159036,5,3
1330,12.60224244,5,7
1331,12.39467624,5,15
1332,8.154393045,5,9
1333,21.12728837,5,34
1334,19.89390653,5,24
1335,12.8479669,5,3
1336,7.709607609,5,2
1337,7.355427257,5,18
1338,15.06752372,5,24
1339,10.23005511,5,6
1340,15.4933453,5,23
1341,9.933532309,5,4
1342,21.69068342,5,14
1343,11.83128119,5,11
1344,7.98142038,5,16
1345,14.83206205,5,27
1346,9.389906767,5,16
1347,9.014310893,5,5
1348,8.450915843,5,21
1349,8.450915843,5,23
1350,11.56441141,5,4
1351,16.90183169,5,16
1352,15.64984296,5,12
1353,9.85940223,5,14
1354,11.33048669,5,0
1355,16.6457428,5,13
1356,22.53577475,5,11
1357,19.71880198,5,25
1358,13.29610634,5,28
1359,15.2921326,5,17
1360,11.26788614,5,15
1361,10.00025037,5,5
1362,13.61536345,5,15
1363,11.51828587,5,2
1364,16.76768906,5,26
1365,10.48148359,5,8
1366,12.39467624,5,19
1367,18.54365777,5,20
1368,15.36700141,5,15
1369,8.426689208,5,11
1370,9.683340811,5,23
1371,9.031353573,5,9
1372,12.60224244,5,21
1373,7.183277599,5,2
1374,12.51987486,5,24
1375,11.68012811,5,11
1376,7.887520792,5,3
1377,7.887520792,5,3
1378,7.887520792,5,2
1379,26.05698081,5,17
1380,10.15328,5,21
1381,19.43710569,5,32
1382,14.64825396,5,10
1383,6.338186262,5,3
1384,14.08485891,5,11
1385,16.16052345,5,13
1386,16.27583856,5,23
1387,10.82310318,5,4
1388,18.36665683,5,31
1389,15.21164901,5,29
1390,14.82616714,5,20
1391,8.638715019,5,1
1392,10.24353308,5,5
1393,10.26629714,5,2
1394,16.2981936,5,14
1395,20.51333295,5,26
1396,7.887520792,5,1
1397,33.80365345,5,16
1398,11.91176726,5,17
1399,12.11297995,5,9
1400,11.86564915,5,12
1401,23.47476568,5,9
1402,13.78518043,5,24
1403,8.895701278,5,1
1404,38.2638777,5,38
1405,13.32745495,5,6
1406,15.4933453,5,15
1407,19.70654117,5,18
1408,25.35274009,5,27
1409,22.53577475,5,9
1410,17.70667999,5,21
1411,14.76093148,5,32
1412,15.02384984,5,26
1413,5.633943069,5,4
1414,13.38061572,5,20
1415,16.30878361,5,19
1416,18.22746462,5,30
1417,14.08485891,5,10
1418,11.11962598,5,11
1419,8.895701278,5,5
1420,9.155159036,5,21
1421,10.06061245,5,5
1422,9.202107591,5,12
1423,13.14875843,5,24
1424,12.2621127,5,16
1425,14.19753891,5,12
1426,6.009538943,5,1
1427,6.103438531,5,25
1428,16.47928478,5,24
1429,11.86093421,5,5
1430,10.56364542,5,9
1431,8.607413504,5,1
1432,22.53577475,5,23
1433,15.54968406,5,32
1434,14.67790699,5,22
1435,12.20523353,5,22
1436,20.00050074,5,13
1437,7.857870248,5,6
1438,7.464976363,5,21
1439,16.11933842,5,26
1440,10.46303784,5,3
1441,12.14427899,5,5
1442,11.39036537,5,7
1443,19.01456127,5,6
1444,8.516426664,5,2
1445,6.552522441,5,2
1446,47.57552696,5,28
1447,8.69247073,5,3
1448,10.64189301,5,10
1449,14.39785671,5,14
1450,26.21005506,5,28
1451,13.77186111,5,33
1452,16.74956309,5,23
1453,15.30335722,5,13
1454,10.45065308,5,22
1455,10.21971051,5,4
1456,8.234224676,5,2
1457,9.389906767,5,25
1458,9.155159036,5,2
1459,17.55286453,5,22
1460,12.32425217,5,18
1461,9.819159195,5,5
1462,11.26788614,5,24
1463,16.90183169,5,9
1464,24.03816073,5,26
1465,8.450915843,5,3
1466,29.10869883,5,30
1467,9.637009512,5,5
1468,11.11962598,5,1
1469,5.453374946,5,14
1470,11.08548856,5,19
1471,15.64984296,5,15
1472,15.02384984,5,24
